石双英,二哥,无尘道长
钟万仇,别名,见人就杀
陈友谅,出生地,湖北沔阳（今仙桃市）
点苍渔隐,登场作品,《射雕英雄传》
文泰来,七弟,徐天宏
韦双双,性别,女
范遥,鄙视的人,所谓名门正派的伪君子
郭芙,祖辈,郭啸天
尼摩星,退场原因,袭击郭芙郭襄不成
天鸣方丈,别名,老方丈
公冶乾,别名,公冶老二、江南第二
程灵素,爱好,药王神篇
公孙绿萼,别名,绿萼
木岛主,性别,男
李彧,身高,160 cm
完颜洪熙,中文名,完颜洪熙
陈圆圆,本名,邢沅
胡斐,别名,雪山飞狐，程灵胡（化名）
南希仁,武功,南山拳法
段智兴,身份,大理宣宗皇帝
胡一刀,民族,汉族
杜百当,登场作品,《倚天屠龙记》
陈孤雁,门派,丐帮
戚芳,公公,“五云手”万震山
裘千尺,民族,汉族
阿朱,曾受重伤,降龙十八掌掌伤
平阿四,恩人,胡一刀
黄药师,齐名者,洪七公
拓跋宏,主要成就,大兴儒学
灵智上人,武功,毒砂掌
程英,师兄,陆乘风
多隆,性别,男
赵敏,经典场面,天地同寿
劳德诺,性别,男
徐达,爵位,中山王（赠）
木桑道长,好友,穆人清、袁承志
欧阳锋,儿子,欧阳克
任盈盈,代表作品,《清心普善咒》
段正严,主要成就,维持同宋朝的友好关系
黄药师,名号,“天下五绝”之“东邪”
陈圆圆,字号,畹芳
王夫人,谥号,孝景皇后
陈家洛,别名,陈当家
俞岱岩,别名,俞三侠
达尔巴,国籍,蒙古帝国
冯默风,门派,桃花岛
多隆,别名,多大哥（韦小宝专用）
刀白凤,情敌,阮星竹
金轮法王,民族,藏族
巴天石,主上,段正明
范遥,别名,范右使
马夫人,丈夫,马大元
石双英,总舵主,陈家洛
耶律洪基,别名,耶律查剌
旭烈兀,信仰,佛教
仪和,师妹,仪清
周芷若,年龄,18~19岁
鳌拜,主要成就,征朝鲜
乔峰,登场作品,《天龙八部》
李泰,职业,演员
渡难,门派,少林寺
包惜弱,中文名,包惜弱
旭烈兀,别名,吁里兀
拓跋宏,主要成就,汉化改革
苗若兰,年龄,16
苏星河,师弟,丁春秋
乔峰,职位,大辽南院大王（楚王）
殷天正,民族,汉族
陆菲青,小说地位,中第一个出场的男性人物
卫春华,中文名,卫春华
武修文,母亲,武三娘
刘一舟,性别,男
朱元璋,庙号,太祖[16]
公孙绿萼,居住地,绝情谷
达尔巴,信仰,佛教
戚芳,女儿,空心菜
郭靖,师父,洪七公
段正明,主要成就,与四大恶人之首的“恶贯满盈”段延庆切磋一阳指
闵子华,大师兄,水云道长
何沅君,别名,阿沅、沅君
赵敏,经典场面,绿柳山庄
天竺僧,性别,男
秃笔翁,教主,东方不败
耶律燕,中文名,耶律燕
谭婆,登场作品,《天龙八部》
陆菲青,中文名,陸菲青
赵志敬,师弟,尹志平
徐达,本名,[1]
李秋水,儿子,李谅祚
梁子翁,武功,辽东野狐拳
茅十八,登场作品,《鹿鼎记》
岳灵珊,年龄,出场18岁，死时20岁
朱由检,出生日期,1611年2月6日(万历三十八年十二月二十四日)
彭莹玉,性别,男
香香公主,心上人,陈家洛
何铁手,别名,何惕守
努尔哈赤,别名,弩尔哈齐
朱由检,所处时代,明朝
武三娘,登场作品,神雕侠侣
任盈盈,别名,姑姑
樊一翁,登场作品,《神雕侠侣》
殷野王,父亲,殷天正
李明,民族,汉族
上官虹,中文名,上官虹
柯镇恶,别名,柯大侠
苗人凤,别名,金面佛
秃笔翁,别名,江南四友
萧远山,民族,契丹族
李泰,身高,183 cm
封万里,性别,男
天门道人,师弟,天松
华赫艮,别名,华司徒
石清,别名,石庄主
杨成协,总舵主,陈家洛
郭啸天,信仰,侠义道
乔峰,参与战役,聚贤庄之战
何铁手,武功,华山派正邪两大派的武功
全金发,中文名,全金发
萧峰,师父,玄苦
徐天宏,门派,红花会
石双英,四嫂,骆冰
鸠摩智,别名,大轮明王
闵柔,民族,汉族
莫大,性别,男
逍遥子,出生日期,1972年1月11日
耶律燕,嫂子,郭芙
水笙,职业,女侠
金庸,代表作品,收起
杨铁心,妻子,包惜弱
郭靖,出生地,蒙古大漠
王难姑,著作,《王难姑毒经》
和珅,号,嘉乐堂
洪凌波,国籍,大宋
沐剑屏,祖籍,安徽凤阳府
掌钵龙头,帮主,史火龙
商老太,丈夫,商剑鸣
南希仁,别名,南山樵子
木桑道长,爱好,围棋
华赫艮,中文名,华赫艮
邓百川,中文名,邓百川
闵子华,师弟,洞玄
朱九真,性别,女
长平公主,丈夫,周显
虚竹,别名,梦郎宫主大人
霍青桐,登场作品,《书剑恩仇录》
石破天,性别,男
云中鹤,职位,北京大学教授
段正明,别名,保定帝
程瑶迦,中文名,程瑶迦
完颜萍,民族,女真
何铁手,擅长,使毒
殷离,身材,苗条纤细
小昭,性别,女
周伯通,师兄,王重阳
王难姑,夫妻关系,又斗气，又恩爱
石万嗔,师兄,毒手药王
黄药师,登场作品,《射雕英雄传》及衍生作品
陈孤雁,其他名称,长臂叟
蒙哥,在位时间,1251年7月1日—1259年8月11日
武修文,师母,黄蓉
长平公主,父亲,朱由检（明思宗）
简长老,所属,丐帮
孙仲君,同门,崔希敏
海兰弼,身份,辽东黑龙门掌门人
焦公礼,出场回数,3回
劳德诺,中文名,劳德诺
李沅芷,父亲,李可秀
吕留良,出生地,浙江崇德县（今属浙江桐乡）
史火龙,朝代,元朝
尹克西,武器,金龙鞭
掌钵龙头,登场作品,《倚天屠龙记》
金庸,职业,作家
金庸,主要成就,展开
萧峰,登场作品,《天龙八部》
胡一刀,妻子,胡夫人
金蛇郎君,武器,金蛇剑
天门道人,所处时代,明朝
梅芳姑,父母,丁不四
宁中则,剑法,玉女十三剑、无双无对宁氏一剑
李沅芷,国籍,清朝
萧远山,武功,般若掌
冯默风,性别,男
曲非烟,中文名,曲非烟
陆乘风,门派,桃花岛
孙婆婆,性别,女
枭道人,生日,未知
石清,妻子,闵柔
文泰来,门派,红花会
陆无双,登场作品,《神雕侠侣》
洪凌波,葬身之地,绝情谷情花丛
陈家洛,登场作品,《飞狐外传》
无崖子,武功绝学,「小无相功」等
蒋百里,出生地,浙江海宁
杨成协,人物出处,《书剑恩仇录》
郭襄,登场作品,《倚天屠龙记》
段誉,后代,段智兴（南帝）
郭啸天,敌人,完颜洪烈
钱永刚,性别,男
杨溢之,身份,金顶门弟子、平西王总兵
曲三,武功,劈空掌、铁八卦
李莫愁,久居地,赤霞山庄
白振,门派,嵩阳派
陈玄风,配偶,梅超风
查传倜,祖籍,浙江海宁袁花镇
史小翠,门派,金乌派
掌钵龙头,民族,汉族
灵智上人,性别,男
洪七公,别名,九指神丐
左子穆,师妹,辛双清
程灵素,爱好,各种草药
段誉,别名,段和誉
穆里玛,中文名,瓜尔佳.穆里玛
拖雷,庙号,元睿宗（追尊）
谭公,相关庙宇,筲箕湾谭公庙，澳门路环谭公庙
灭绝师太,绝技,峨嵋剑法
李秋水,中文名,李秋水
木高峰,性别,男
蒋四根,总舵主,陈家洛
霍青桐,性别,女
唐文亮,民族,汉族
风清扬,中文名,风清扬
傅思归,朝代,大理
欧阳锋,齐名者,洪七公
和珅,官职,总管内务府大臣等
宋青书,别名,玉面孟尝
无尘道长,七弟,徐天宏
耶律楚材,官职,中书令
张君宝,主要成就,[10]
慕容博,民族,鲜卑
玉真子,登场作品,《碧血剑》
吴立身,救命恩人,韦小宝
阿朱,殉身之处,小镜湖青石桥
万圭,出场目次,11
韩宝驹,武功,金龙鞭法
武修文,朝代,南宋
多尔衮,出生日期,万历四十年十月二十五日（1612年11月17日）
张无忌,身份,明教第三十四代教主
田青文,中文名,田青文
郭啸天,武功,啸转天地
木岛主,中文名,木岛主
方怡,性别,女
渡难,师兄,渡厄、渡劫
韦小宝,身份,清抚远大将军，天地会青木堂香主，神龙教白龙使
徐天川,别名,八臂猿猴、徐大哥
闵子华,掌门人,水云道长
温仪,结局,死于四叔温方施飞刀下
柯镇恶,兄长,柯辟邪
唐文亮,所处时期,元朝
段延庆,登场作品,《天龙八部》
戚芳,同门,鲁坤
阿紫,门派,星宿派
无根道人,门派,神龙教
阿青,其他名称,赵处女
任盈盈,门派,日月神教
武三通,武器,铁耙
杨成协,民族,清朝
温青青,配偶,袁承志
宁中则,剑法,无双无对宁氏一剑
公孙绿萼,语种,汉语
朱元璋,主要成就,推翻元朝统治休养生息
鹤笔翁,武功,鹤笔法
朱由检,别名,崇祯帝
说不得,教主,张无忌
赵志敬,师伯,马钰、丘处机、郝大通、孙不二、刘处玄、谭处端
神照上人,特点,力大无穷
戚芳,丈夫,万圭
陆大有,性别,男
天门道人,师弟,天松、天乙
商老太,中文名,商老太
上官虹,师兄,史仲俊
焦公礼,出场目次,8
骆冰,别名,鸳鸯刀
商宝震,心上人,马春花
徐志摩,职位,北京大学教授
兆惠,主要成就,统一新疆
慕容复,登场作品,《天龙八部》
杨成协,中文名,杨成协
张翠山,别名,张五侠
归二娘,登场作品,《碧血剑》
张无忌,主要成就,化解正邪两道积怨
孙不二,民族族群,汉人
梁自进,掌门人,白自在
蒙哥,逝世日期,1259年8月11日
范文程,字号,号辉岳
徐天宏,五哥,常赫志
梅念笙,主要成就,练成“连城剑法”
于人豪,年龄,24岁左右
石清,别名,石清子
杨莲亭,登场作品,《笑傲江湖》
于万亭,中文名,于万亭
马行空,性别,男
耶律重元,结局,起兵失败自杀
上官云,登场作品,《笑傲江湖》
乔峰,三伯,段正淳
郭靖,徒弟,武修文
空见,登场作品,《倚天屠龙记》
丁不四,中文名,丁不四
耶律楚材,字号,字晋卿
令狐冲,登场作品,《笑傲江湖》
朱长龄,中文名,朱长龄
萧远山,身份,[1]
枭道人,年龄,未知
杨逍,别名,杨左使
海兰弼,门派,辽东黑龙门
殷离,朝代,元朝
范文程,所处时代,清朝
风清扬,师侄,岳不群
于万亭,性别,男
王元霸,性别,男
周芷若,内功,峨嵋九阳功
空见,师兄弟,空性
谢逊,武器,双头狼牙棒
宝树,中文名,李俊
石破天,登场作品,侠客行
郭靖,义侄,杨过、忽必烈
长平公主,出生日期,1629年
聂卫平,代表作品,《聂卫平自战百局》
蒙哥,谥号,元桓肃皇帝（追尊）
云中鹤,逝世日期,1931年11月19日
方怡,登场作品,鹿鼎记
阎基,劲敌,商老太、胡斐
韩小莹,别名,七妹
赵敏,别名,敏敏特穆尔
黄蓉,武器,打狗棒
空见,性别,男
乌老大,登场作品,《天龙八部》
赵敏,别名,明明特穆尔
陈近南,谥号,文正
王进宝,去世时间,1685年
吕留良,出生日期,1629年
任盈盈,别名,别名
李彧,职业,演员
陆菲青,登场作品,《书剑恩仇录》
曲洋,暗器,黑血神针
曲洋,中文名,曲洋
张无忌,中文名,张无忌
渡难,外貌特征,黑脸
吴立身,中文名,吴立身
杨逍,已知武功,乾坤大挪移
血刀老祖,其他名称,血刀僧
上官虹,女儿,李文秀
鹿清笃,中文名,鹿清笃
穆旦,出生日期,1918年4月5日
武三通,子,武修文
阳顶天,中文名,阳顶天
吕通,兄弟,吕威
裘千丈,妹妹,裘千尺
俞岱岩,主要成就,短期持有屠龙刀
林乐怡,丈夫,金庸
朱长龄,人物出处,《倚天屠龙记》
袁承志,弟子,何惕守（原名何铁手）
张无忌,登场作品,倚天屠龙记（二至四卷
陆立鼎,登场作品,金庸经典武侠小说《神雕侠侣》
林朝英,身份,古墓派创始祖师
武青婴,朝代,元朝
多尔衮,别名,皇叔父摄政王
沐剑声,相貌,身材高瘦
温青青,别名,温青
白万剑,中文名,白万剑
渡难,师侄,空智
向问天,中文名,向问天
柯镇恶,徒孙,武敦儒
史火龙,性别,男
华筝,别名,华筝公主
南海鳄神,师父,段誉
马行空,武功,百胜神拳
任我行,属下,上官云
林平之,门派,华山派
花万紫,师兄,封万里、白万剑
令狐冲,身份,华山派大师兄→恒山派掌门人
石中玉,登场作品,《侠客行》
鲁有脚,成就,丐帮帮主，与欧阳锋对了一招，协助郭靖夫妇镇守襄阳
何铁手,中文名,何铁手
一灯大师,主要成就,“天下五绝”之一、渡化裘千仞
丁典,性别,男
李秋水,绝技,白虹掌力
李彧,父亲,李保田（演员）
天山童姥,门派,逍遥派
杨成协,兵器,钢鞭
拓跋宏,主要成就,分明姓族
阿朱,中文名,段朱
神山上人,师兄,徐冲霄
杨成协,门派,红花会
上官虹,民族,汉
杨过,中文名,杨过
焦木和尚,中文名,焦木和尚
玄寂,性别,男
水岱,性别,男
莫声谷,师侄,张无忌
多尔衮,谥号,懋德修道广业定功安民立政诚敬义皇帝（顺治七年追谥
令狐冲,青梅竹马,岳灵珊
殷天正,职业,天鹰教教主
封万里,门派,雪山派
陆乘风,其他名称,五湖废人
李秋水,师父,逍遥子
钟灵,登场作品,《天龙八部》
一灯大师,久居地,大理皇宫、桃源
李泰,代表作品,倚天屠龙记
杨过,民族,汉族
慕天颜,所处时代,明末清初
任盈盈,代表作品,琴曲《有所思》
彭连虎,别名,千手人屠
阿碧,性格,温婉动人
洞玄,掌门人,水云道长
灭绝师太,朝代,元朝
余鱼同,六哥,常伯志
萧峰,主要成就,胁迫耶律洪基换来边疆和平
梅念笙,徒弟,万震山、言达平、戚长发
樊一翁,中文名,樊一翁
完颜洪烈,王号,赵王
查传讷,父亲,金庸
程灵素,门派,药王庄
洪凌波,同门,陆无双
钱永刚,职业,教授
丁敏君,师父,灭绝师太
郭靖,武功家数,《九阴真经》全部内容
温方山,登场作品,《碧血剑》
天鸣方丈,性别,男
仪琳,别名,师父
朱由检,陵墓,思陵
达尔巴,性别,男
乔三槐,义子,乔峰（萧峰）
蒋百里,民族,汉族
何铁手,武功,五毒教
杨成协,总舵主,于万亭
邓炳春,领导,苏荃
郭襄,信物,玄铁重剑
司空玄,登场作品,天龙八部
刘正风,徒弟,米为义
戚芳,同门,孙均
任我行,女婿,令狐冲
殷梨亭,民族,汉
瘦头陀,登场作品,《鹿鼎记》
杨成协,身份,红花会八当家
崔百泉,中文名,崔百泉
赵志敬,仇人,尹志平
朱长龄,兵器,判官笔
石中玉,母亲,闵柔
南海鳄神,其他名称,凶神恶煞
刘乘风,性别,男
黄蓉,门派,丐帮
樊一翁,性别,男
石双英,六哥,常伯志
冯锡范,登场作品,《鹿鼎记》
华赫艮,别名,阿根
段延庆,别名,延庆太子
焦公礼,逝世日期,1643年
段智兴,别名,段皇爷
李彧,代表作品,钦差大臣
罗立如,门派,金龙帮
绿竹翁,登场作品,《笑傲江湖》
刘一舟,人物性格,胆小卑鄙
袁士霄,性别,男
张翠山,结局,自刎于武当山
李莫愁,久居地,终南山活死人墓
玄寂,称号,八大神僧之一
向问天,别名,天王老子
茅十八,国籍,中国
和珅,主要作品,《嘉乐堂诗集》
劳德诺,登场作品,《笑傲江湖》
范遥,义兄,杨逍
李泰,代表作品,秦时丽人明月心
杨莲亭,别名,莲弟
完颜洪烈,养子,完颜康
段智兴,身份,高僧一灯大师
武三通,身份,一灯大师弟子，渔樵耕读之耕
赵敏,别名,赵明（连载版小说姓名）
张阿生,特长,刀法
殷天正,职业,明教四大护教法王之一
袁紫衣,武功,六合拳
黄真,年龄,五十余岁
钱永刚,妹妹,钱永真
阿紫,哥哥,段誉（段延庆与刀白凤之子）
欧阳锋,名号,“天下五绝”之“西毒”
阎基,劲敌,商老太
渡难,师兄,渡劫
冯蘅,主要成就,默写九阴真经
耶律洪基,年号,寿昌（1095年）
吴六奇,本名,吴六奇
小龙女,师侄,陆无双
兆惠,军职,正黄旗副都统
说不得,第一次登场,第18章 倚天长剑飞寒铓
王进宝,主要成就,平定三藩之乱
段智兴,登场作品,《神雕侠侣》
胡斐,登场作品,《雪山飞狐》《飞狐外传》
李青萝,恋人,段正淳
黄蓉,出生地,东海桃花岛（浙江舟山）
蒋英,出生日期,1919年（己未年）9月7日（农历闰七月十四）
欧阳锋,主要成就,逆练九阴
无尘道长,门派,红花会
郭芙,宝物,双雕
贝锦仪,师姐,苏梦清
何红药,侄女,何铁手
水笙,恋人,狄云
汤沛,结局,死于袁紫衣之手
石破天,居處,豫西盧氏縣東熊耳山「枯草嶺」
左子穆,徒弟,龚光杰 ，干光豪
和珅,别名,和珅
陈友谅,民族,汉族
陆无双,表姐,程英
忽必烈,别名,元世祖
觉远大师,中文名,觉远
公冶乾,结局,慕容复杀包不同后
卜沉,中文名,卜沉
赵钱孙,中文名,赵钱孙
刘正风,门派,南岳衡山派
凌霜华,愿望,与丁典同穴而眠
康广陵,师傅,苏星河
史小翠,儿子,白万剑
玄寂,登场作品,金庸小说《天龙八部》
李莫愁,别名,赤练仙子
方怡,师兄,刘一舟
耶律楚材,所处时代,蒙元
鹿杖客,武功,鹿杖法
林平之,武功,华山剑法、辟邪剑法、震天掌
一灯大师,弟子,慈恩（裘千仞）
段延庆,武功,段家剑法
段智兴,性别,男
张阿生,绝技,铁布衫
王语嫣,出场章回,《天龙八部》第12章之从此醉
查传诗,职业,总监
察罕特穆尔,民族,蒙古族
张三丰,民族族群,汉族
洪安通,中文名,洪安通
归辛树,中文名,归辛树
钱永刚,中文名,钱永刚
杜治芬,中文名,杜治芬
袁承志,出生年份,1623年
武修文,妻子,完颜萍
耶律洪基,出生地,剌河源
蒋四根,别名,铜头鳄鱼
曾柔,登场作品,《鹿鼎记》
鲁有脚,登场作品,《神雕侠侣》
宋远桥,性别,男
凌霜华,民族,汉族
郭襄,传人,灭绝师太
完颜萍,年龄,十六七岁
灭绝师太,籍贯,河南开封
张三丰,主要成就,[10]
柯镇恶,登场作品,《射雕英雄传》，《神雕侠侣》
九难,徒弟,阿珂
蒋四根,兵刃,叫道“我多户尝寒来斗斗你这老儿！”一柄铁桨当头猛打下来。兵器是铁桨
聂卫平,职业,围棋职业棋手
瑞栋,别名,瑞侍卫
胡青羊,嫂子,王难姑
多隆,职位,御前侍卫总管
秃笔翁,所属,梅州四友
静玄师太,兵器,剑
袁冠南,中文名,袁冠南
建宁公主,登场作品,《鹿鼎记》
木桑道长,好友,袁承志
郭靖,岳父,黄药师
胡一刀,出生地,雪山
孙不二,主要成就,全真七子之一
风波恶,绝技,吕洞宾咬狗大九式
枭道人,性别,男
木岛主,国籍,中国
小龙女,师姐,李莫愁
岳不群,弟子,令狐冲、陆大有、林平之、梁发、劳德诺、施戴子
渡厄,师弟,渡劫、渡难
殷离,年龄,十二三岁（初登场）
陈家洛,红颜,霍青桐
黛绮丝,登场作品,《倚天屠龙记》
莫声谷,结局,被陈友谅和宋青书所杀
蒙哥,别名,元宪宗
慕容复,家臣,邓百川
林平之,仇人,余沧海
梁自进,民族,汉
任盈盈,中文名,任盈盈
段誉,中文名,段誉
耶律洪基,逝世日期,1101年2月12日
老不死,登场作品,《笑傲江湖》
侍剑,登场作品,《侠客行》
李莫愁,所习武功,古墓派武功
张翠山,登场作品,《倚天屠龙记》
公孙绿萼,母亲,裘千尺
丁春秋,国籍,中国
纪晓芙,丈夫,杨逍
于万亭,身份,第一任红花会总舵主
丁春秋,别名,丁老怪
多隆,登场作品,《鹿鼎记》
朱由榔,民族族群,汉族
仪和,掌门人,定闲师太
田伯光,中文名,田伯光
耶律齐,民族,契丹族
穆旦,祖籍,浙江省海宁市袁花镇
仪琳,门派,恒山派
殷野王,门派,天鹰教
殷素素,朝代,元朝
包不同,结拜兄弟,邓百川、公冶乾、风波恶
天松道人,中文名,天松道人
阳夫人,朝代,元朝
拖雷,所处时代,大蒙古国
杨成协,绝技,铁布衫
胖头陀,登场作品,《小宝与康熙》
多尔衮,民族族群,满族
范遥,主要成就,忍辱负重
言达平,师父,梅念笙
说不得,身份,明教五散人之一
凌退思,人物性格,为人残忍无情
马光佐,中文名,马光佐
韩宝驹,终结者,杨康
瑛姑,丈夫,周伯通
茅十八,职业,江洋大盗
段延庆,中文名,段延庆
徐达,爵位,信国公
石双英,总舵主,于万亭→陈家洛
博尔术,性别,男
兆惠,主要成就,平定大小和卓
符敏仪,门派,灵鹫宫
黄药师,主要成就,解襄阳之围
乔峰,别名,乔帮主
何足道,弟子,白鹿子
鹿杖客,主子,王保保
吴道通,性别,男
包不同,性格特点,为人豪爽，直言不讳
灭绝师太,民族,汉族
黄真,身份,华山派大弟子
归钟,登场作品,《鹿鼎记》
余鱼同,法号,空色
吕七,兵器,烟袋
袁紫衣,武功,六合拳、八卦掌、鹰爪功、八仙剑
劳德诺,师母,宁中则
南希仁,所属组织,江南七怪
欧阳锋,兵器,鬼头灵蛇杖
闵子华,性别,男
殷素素,中文名,殷素素
绿竹翁,别名,老篾匠
风际中,派别,天地会青木堂
薛慕华,门派,逍遥派
赵钱孙,结局,被萧远山所杀
史红石,第一次登场,第33章　箫长琴短衣流黄
云中鹤,派系,新月派
点苍渔隐,其他名称,泗水渔隐（旧版）
范文程,主要成就,完善清朝制度
任盈盈,别名,盈盈
武敦儒,父亲,武三通
花铁干,武功,中平枪法
林远图,中文名,林远图
瑛姑,职业,大理贵妃
努尔哈赤,所处时代,明末（后金）
王夫人,主要成就,辅助儿子刘彻登上太子位、劝诫儿子
徐天川,别名,徐大哥
陈家洛,丫鬟,雨诗
欧阳锋,主要成就,天下第一
胡夫人,丈夫,胡一刀
华赫艮,武器,铁铲
范文程,民族族群,汉族
王进宝,官职,奋威将军、陕西提督
王难姑,招数,耍花枪
福康安,主要成就,平定大小金川
双儿,别名,双儿小宝贝
石中玉,别名,玉哥
李沅芷,中文名,李沅芷
徐志摩,主要成就,新月派代表诗人成立新月社
赵敏,登场回目,第二十三回
陆展元,旧情人,李莫愁
林平之,外公,王元霸[1]
徐达,本名,徐达
赵志敬,师叔,马钰、丘处机、郝大通、孙不二、刘处玄、谭处端
刘正风,别名,刘三
灵智上人,登场作品,《神雕侠侣》
王夫人,去世时间,公元前126年
胡青牛,别名,见死不救
旭烈兀,民族族群,蒙古族
一灯大师,祖父,大理宪宗段誉
忽必烈,陵寝,起辇谷
程英,职业,侠女
左子穆,登场作品,《天龙八部》
袁紫衣,其他名称,圆性
贝锦仪,别名,贝师妹
程英,师姐,黄蓉
朱元璋,主要成就,开创洪武之治
福康安,官职,武英殿大学士、军机大臣
彭连虎,主要兵器,一对镔铁判官笔
忽必烈,出生日期,1215年9月23日
杨过,妻子,小龙女
金花婆婆,别名,紫衫龙王
郭襄,传人,周芷若
王重阳,信仰,道教
韦春花,别名,花姐
阮星竹,别名,阿星
文泰来,好友,袁紫衣的师父
努尔哈赤,本名,爱新觉罗·努尔哈赤
朱由检,主要成就,整顿吏治
韩千叶,性别,男
张无忌,登场作品,第11回到第40回登场）
尼摩星,中文名,尼摩星
李莫愁,武功境界,不亚于当年黑风双煞之铁尸梅超风
冷谦,主要作品,《修龄要旨》
萧峰,民族,契丹族
柯镇恶,别名,飞天蝙蝠、柯大侠
褚万里,主公,段正淳
何铁手,擅长,弄毒物毒虫
陈家洛,别名,陈大哥
段正明,主要成就,并与天龙寺众僧围攻鸠摩智
郭啸天,敌人,段天德
蓝凤凰,别名,蓝教主
吴之荣,性别,男
袁承志,师父,倪浩
宁中则,女儿,岳灵珊
瑛姑,居所,黑龙潭
段延庆,武功,腹语术
云中鹤,字,槱森
天鸣方丈,别名,天鸣禅师
宁中则,女婿,林平之
巴天石,结义兄弟,范骅
任盈盈,别名,展开
丁春秋,中文名,丁春秋
朱丹臣,国籍,大理国
张翠山,妻子,殷素素
澄观,主要成就,祖述师说
查良璇,中文名,查良璇
丁春秋,主要成就,自创化功大法
符敏仪,作者,金庸
焦木和尚,民族,汉
张康年,职业,侍卫长
欧阳锋,别名,欧阳先生
包不同,登场作品,《天龙八部》
欧阳锋,中文名,欧阳锋
郭破虏,母亲,黄蓉
蒙哥,出生地,漠北草原
人厨子,性别,男
洪七公,别名,北丐
仪和,登场作品,金庸小说武侠《笑傲江湖》
温仪,中文名,温仪
洪七公,师祖,汪剑通
彭莹玉,逝世日期,1353年
殷离,心上人,少年张无忌
李可秀,性别,男
察罕特穆尔,中文名,察罕特穆尔
陆二娘,丈夫,陆立鼎
纪晓芙,中文名,纪晓芙
焦宛儿,中文名,焦宛儿
苗若兰,别名,兰儿
苏星河,登场作品,《天龙八部》
水岱,别名,冷月剑
阿紫,姊妹,王语嫣
点苍渔隐,师弟,慈恩
陆天抒,别名,仁义陆大刀
曲洋,孙女,曲非烟
康广陵,知己,玄苦大师
程英,性别,女
赵敏,封号,绍敏郡主
赵志敬,中文名,赵志敬
博尔术,出生地,蒙古草原
温青青,职业,女侠
武三通,妻子,武三娘
九难,性别,女
王元霸,登场作品,《笑傲江湖》
归二娘,丈夫,归辛树
曹时中,职称,教授
公孙绿萼,生辰,二月初三
陈友谅,中文名,陈友谅
任盈盈,主要成就,身为日月神教圣姑
张阿生,徒弟,郭靖
冯默风,登场作品,《射雕英雄传》
傅思归,作者,金庸
王夫人,主要成就,辅助儿子刘彻登上太子位
金花婆婆,身份,波斯明教圣女
王进宝,爵位,一等子爵
温仪,登场作品,《碧血剑》
水岱,徒弟,汪啸风
范遥,特点,正邪兼修
丁春秋,民族,汉族
方怡,别名,方师姐
洪安通,夫人,苏荃
马夫人,别名,马夫人
冯蘅,别名,阿蘅
万震山,武功,唐诗剑法（连城剑法）
白自在,中文名,白自在
觉远大师,性别,男
殷梨亭,师侄,宋青书
玉真子,结局,死于金蛇之口
殷天正,武功,鹰爪擒拿手、天鹰剑法
云中鹤,代表作品,翡冷翠的一夜
金轮法王,武功,龙象般若功、无上瑜伽密乘
陆大有,终结者,劳德诺
邓炳春,门派,神龙教
鹤笔翁,武器,鹤嘴双笔
袁承志,师兄,黄真，归辛树
梅超风,别名,梅若华
李明,性别,男
苏星河,性别,男
聂卫平,荣誉称号,棋圣
石双英,人物出处,《书剑恩仇录》
耶律齐,国籍,南宋
骆冰,中文名,骆冰
俞岱岩,年龄,三十来岁（出场时）
周芷若,代表之花,秀若芝兰
苏菲亚,身份,韦小宝七个老婆之外的编外老婆
阿朱,亲属,阿紫 段誉 王语嫣 木婉清 钟灵
和珅,主要成就,位列紫光阁功臣
杨不悔,主要成就,金庸小说中年纪最小旅行家（蝴蝶谷-西域）
华筝,信仰,萨满教
丁不三,三宝,玄冰碧火酒
徐达,爵位,魏国公
赵志敬,性别,男
任盈盈,别名,圣姑
余鱼同,八哥,杨成协
褚万里,中文名,褚万里
蒋英,主要成就,1943年匈牙利各国女高音比赛第一中央音乐学院声乐系教研室主任中央音乐学院歌剧系副主任
武三通,身份,一灯大师弟子
陈玄风,性别,男
陆立鼎,女儿,陆无双
马光佐,效力于,忽必烈
何铁手,门派,五毒教
闵柔,别名,闵妹
王进宝,出生时间,1626年
蒋百里,逝世日期,1938年11月4日
吴长风,身份,丐帮六大长老之一
慕容复,别名,李延宗
穆人清,徒弟,归辛树
岳灵珊,年龄,出场18岁
钟万仇,国籍,中国
朱聪,绝技,盗术
韩小莹,徒弟,郭靖
摘星子,门派,星宿派
袁冠南,职业,侠客
天山童姥,身份,天山缥缈峰灵鹫宫主人
张无忌,武功,圣火令神功
长平公主,学生,吕四娘
裘千尺,出场目次,32回
木高峰,登场作品,《笑傲江湖》
鲁有脚,帮主,洪七公
达尔巴,主要成就,杀死霍都替师父报仇
耶律齐,岳母,黄蓉
福康安,封爵,贝子
点苍渔隐,师弟,樵子
刀白凤,中文名,刀白凤
韦小宝,门派,神龙教
岳老三,兵器,鳄嘴剪
阿青,情敌,西施
吴长风,帮主,乔峰
郭芙,家人,郭破虏
杨成协,四哥,文泰来
小昭,父母,黛绮丝
徐志摩,笔名,南湖
黛绮丝,身份,中土明教四大护教法王“紫白金青”之首
陈近南,字号,字复甫
瑞栋,性别,男
田伯光,轻功,正睬三叠云
任盈盈,年龄,登场十七
巴天石,别名,巴司空
查传倜,民族,汉族
风波恶,民族,鲜卑
鲜于通,民族,汉族
何太冲,师兄,玉虚道长
白万剑,师兄妹,封万里
文泰来,总舵主,于万亭→陈家洛
